,model,fitness,episode
360,./models\v1_20241121-224118_cc0e3d0b_18200.pth,-639.4969822642971,18200
361,./models\v1_20241121-224118_cc0e3d0b_18300.pth,-674.2957306870848,18300
362,./models\v1_20241121-224118_cc0e3d0b_18400.pth,-563.6338145059442,18400
363,./models\v1_20241121-224118_cc0e3d0b_18500.pth,-455.74624332465214,18500
364,./models\v1_20241121-224118_cc0e3d0b_18600.pth,-533.7979078362233,18600
365,./models\v1_20241121-224118_cc0e3d0b_18700.pth,-575.5258428637835,18700
366,./models\v1_20241121-224118_cc0e3d0b_18800.pth,-501.8386860033887,18800
367,./models\v1_20241121-224118_cc0e3d0b_18900.pth,-256.1999421274081,18900
368,./models\v1_20241121-224118_cc0e3d0b_19000.pth,-738.8910531800273,19000
369,./models\v1_20241121-224118_cc0e3d0b_19100.pth,-666.8447578055816,19100
370,./models\v1_20241121-224118_cc0e3d0b_19200.pth,-588.1264443720814,19200
371,./models\v1_20241121-224118_cc0e3d0b_19300.pth,-918.2069092951249,19300
372,./models\v1_20241121-224118_cc0e3d0b_19400.pth,-478.3432674158604,19400
373,./models\v1_20241121-224118_cc0e3d0b_19500.pth,-150.6711135343278,19500
374,./models\v1_20241121-224118_cc0e3d0b_19600.pth,-210.7138768790393,19600
375,./models\v1_20241121-224118_cc0e3d0b_19700.pth,-617.0352744794328,19700
376,./models\v1_20241121-224118_cc0e3d0b_19800.pth,-399.2535979956246,19800
377,./models\v1_20241121-224118_cc0e3d0b_19900.pth,-228.28649609393412,19900
378,./models\v1_20241121-224118_cc0e3d0b_20000.pth,-218.96721065304314,20000
379,./models\v1_20241121-224118_cc0e3d0b_20100.pth,-261.9175849873798,20100
380,./models\v1_20241121-224118_cc0e3d0b_20200.pth,-500.3483687446566,20200
381,./models\v1_20241121-224118_cc0e3d0b_20300.pth,-577.4900555379237,20300
382,./models\v1_20241121-224118_cc0e3d0b_20400.pth,-562.8101610309988,20400
383,./models\v1_20241121-224118_cc0e3d0b_20500.pth,-536.9486143601837,20500
384,./models\v1_20241121-224118_cc0e3d0b_20600.pth,-610.6820642439548,20600
385,./models\v1_20241121-224118_cc0e3d0b_20700.pth,-413.0278700332959,20700
386,./models\v1_20241121-224118_cc0e3d0b_20800.pth,-400.67957622557384,20800
387,./models\v1_20241121-224118_cc0e3d0b_20900.pth,-146.04707251000806,20900
388,./models\v1_20241121-224118_cc0e3d0b_21000.pth,-567.1947368044066,21000
389,./models\v1_20241121-224118_cc0e3d0b_21100.pth,-138.06088979452514,21100
390,./models\v1_20241121-224118_cc0e3d0b_21200.pth,-135.36766411599194,21200
391,./models\v1_20241121-224118_cc0e3d0b_21300.pth,-509.65085777276346,21300
392,./models\v1_20241121-224118_cc0e3d0b_21400.pth,-350.42210904785634,21400
393,./models\v1_20241121-224118_cc0e3d0b_21500.pth,-370.0399131116594,21500
394,./models\v1_20241121-224118_cc0e3d0b_21600.pth,-580.2523590457812,21600
395,./models\v1_20241121-224118_cc0e3d0b_21700.pth,-465.3724950514581,21700
396,./models\v1_20241121-224118_cc0e3d0b_21800.pth,-349.39140753323767,21800
397,./models\v1_20241121-224118_cc0e3d0b_21900.pth,-582.0249108679402,21900
398,./models\v1_20241121-224118_cc0e3d0b_22000.pth,-452.8490262594374,22000
399,./models\v1_20241121-224118_cc0e3d0b_22100.pth,-575.0296163173573,22100
400,./models\v1_20241121-224118_cc0e3d0b_22200.pth,-521.975589689309,22200
401,./models\v1_20241121-224118_cc0e3d0b_22300.pth,-432.9013742986,22300
402,./models\v1_20241121-224118_cc0e3d0b_22400.pth,-436.63797567359893,22400
403,./models\v1_20241121-224118_cc0e3d0b_22500.pth,-212.95570883563494,22500
404,./models\v1_20241121-224118_cc0e3d0b_22600.pth,-419.08256296843234,22600
405,./models\v1_20241121-224118_cc0e3d0b_22700.pth,-361.6271668581381,22700
406,./models\v1_20241121-224118_cc0e3d0b_22800.pth,-320.399825290813,22800
407,./models\v1_20241121-224118_cc0e3d0b_22900.pth,-438.66700320594924,22900
408,./models\v1_20241121-224118_cc0e3d0b_23000.pth,-319.1353850839199,23000
409,./models\v1_20241121-224118_cc0e3d0b_23100.pth,-376.9907192563142,23100
410,./models\v1_20241121-224118_cc0e3d0b_23200.pth,-440.74919476982495,23200
411,./models\v1_20241121-224118_cc0e3d0b_23300.pth,-357.5009181657243,23300
412,./models\v1_20241121-224118_cc0e3d0b_23400.pth,-471.78370065777113,23400
413,./models\v1_20241121-224118_cc0e3d0b_23500.pth,-288.0079197699997,23500
414,./models\v1_20241121-224118_cc0e3d0b_23600.pth,-529.2537140507957,23600
415,./models\v1_20241121-224118_cc0e3d0b_23700.pth,-581.3224993558291,23700
416,./models\v1_20241121-224118_cc0e3d0b_23800.pth,-570.4728558597177,23800
417,./models\v1_20241121-224118_cc0e3d0b_3100.pth,-628.3338365068442,3100
418,./models\v1_20241121-224118_cc0e3d0b_3200.pth,-793.1387951932932,3200
419,./models\v1_20241121-224118_cc0e3d0b_3300.pth,-762.1935317493626,3300
420,./models\v1_20241121-224118_cc0e3d0b_3400.pth,-749.1347225226133,3400
421,./models\v1_20241121-224118_cc0e3d0b_3500.pth,-773.1477846695425,3500
422,./models\v1_20241121-224118_cc0e3d0b_3600.pth,-804.8009060995272,3600
423,./models\v1_20241121-224118_cc0e3d0b_3700.pth,-590.3149182294987,3700
424,./models\v1_20241121-224118_cc0e3d0b_3800.pth,-567.524190158551,3800
425,./models\v1_20241121-224118_cc0e3d0b_3900.pth,-595.6505694276781,3900
426,./models\v1_20241121-224118_cc0e3d0b_4000.pth,-508.5536279082515,4000
427,./models\v1_20241121-224118_cc0e3d0b_4100.pth,-555.0728164661949,4100
428,./models\v1_20241121-224118_cc0e3d0b_4200.pth,-573.5627345597444,4200
429,./models\v1_20241121-224118_cc0e3d0b_4300.pth,-359.26815355868547,4300
430,./models\v1_20241121-224118_cc0e3d0b_4400.pth,-483.85676481741166,4400
431,./models\v1_20241121-224118_cc0e3d0b_4500.pth,-204.3379563176213,4500
432,./models\v1_20241121-224118_cc0e3d0b_4600.pth,-686.9740391155658,4600
433,./models\v1_20241121-224118_cc0e3d0b_4700.pth,-598.2573098471756,4700
434,./models\v1_20241121-224118_cc0e3d0b_4800.pth,-187.8823479615149,4800
435,./models\v1_20241121-224118_cc0e3d0b_4900.pth,-576.7439153836515,4900
436,./models\v1_20241121-224118_cc0e3d0b_5000.pth,-322.5361105910886,5000
437,./models\v1_20241121-224118_cc0e3d0b_5100.pth,-449.35440271713844,5100
438,./models\v1_20241121-224118_cc0e3d0b_5200.pth,-589.8727665969755,5200
439,./models\v1_20241121-224118_cc0e3d0b_5300.pth,-769.5870256041088,5300
440,./models\v1_20241121-224118_cc0e3d0b_5400.pth,-739.208597530459,5400
441,./models\v1_20241121-224118_cc0e3d0b_5500.pth,-680.1156586906353,5500
442,./models\v1_20241121-224118_cc0e3d0b_5600.pth,-327.1485174453082,5600
443,./models\v1_20241121-224118_cc0e3d0b_5700.pth,-268.4721414320117,5700
444,./models\v1_20241121-224118_cc0e3d0b_5800.pth,-429.99050718700397,5800
445,./models\v1_20241121-224118_cc0e3d0b_5900.pth,-612.0112910436511,5900
446,./models\v1_20241121-224118_cc0e3d0b_6000.pth,-518.8979864424662,6000
447,./models\v1_20241121-224118_cc0e3d0b_6100.pth,-500.8612028124792,6100
448,./models\v1_20241121-224118_cc0e3d0b_6200.pth,-550.7142643645951,6200
449,./models\v1_20241121-224118_cc0e3d0b_6300.pth,-190.04782532519982,6300
450,./models\v1_20241121-224118_cc0e3d0b_6400.pth,-563.9825291580953,6400
451,./models\v1_20241121-224118_cc0e3d0b_6500.pth,-137.11181595842487,6500
452,./models\v1_20241121-224118_cc0e3d0b_6600.pth,-588.2776239801078,6600
453,./models\v1_20241121-224118_cc0e3d0b_6700.pth,-290.44173773520447,6700
454,./models\v1_20241121-224118_cc0e3d0b_6800.pth,-536.6070040816211,6800
455,./models\v1_20241121-224118_cc0e3d0b_6900.pth,-255.14162683095748,6900
456,./models\v1_20241121-224118_cc0e3d0b_7000.pth,-548.8720388061365,7000
457,./models\v1_20241121-224118_cc0e3d0b_7100.pth,-216.70467189613956,7100
458,./models\v1_20241121-224118_cc0e3d0b_7200.pth,-313.5361458772286,7200
459,./models\v1_20241121-224118_cc0e3d0b_7300.pth,-209.39833726882162,7300
460,./models\v1_20241121-224118_cc0e3d0b_7400.pth,-600.0757015694788,7400
461,./models\v1_20241121-224118_cc0e3d0b_7500.pth,-578.5289865507941,7500
462,./models\v1_20241121-224118_cc0e3d0b_7600.pth,-436.2331172284084,7600
463,./models\v1_20241121-224118_cc0e3d0b_7700.pth,-136.25733517030972,7700
464,./models\v1_20241121-224118_cc0e3d0b_7800.pth,-146.40564292003674,7800
465,./models\v1_20241121-224118_cc0e3d0b_7900.pth,-247.04074122256313,7900
466,./models\v1_20241121-224118_cc0e3d0b_8000.pth,-879.8883325323437,8000
467,./models\v1_20241121-224118_cc0e3d0b_8100.pth,-334.17484876437373,8100
468,./models\v1_20241121-224118_cc0e3d0b_8200.pth,-355.3848577726341,8200
469,./models\v1_20241121-224118_cc0e3d0b_8300.pth,-174.48608542892487,8300
470,./models\v1_20241121-224118_cc0e3d0b_8400.pth,-215.169521639421,8400
471,./models\v1_20241121-224118_cc0e3d0b_8500.pth,-143.17727705481008,8500
472,./models\v1_20241121-224118_cc0e3d0b_8600.pth,-133.98012130599187,8600
473,./models\v1_20241121-224118_cc0e3d0b_8700.pth,-142.44907306446984,8700
474,./models\v1_20241121-224118_cc0e3d0b_8800.pth,-131.08581965897966,8800
475,./models\v1_20241121-224118_cc0e3d0b_8900.pth,-125.65219085205797,8900
476,./models\v1_20241121-224118_cc0e3d0b_9000.pth,-138.48799157667003,9000
477,./models\v1_20241121-224118_cc0e3d0b_9100.pth,-124.47696772415034,9100
478,./models\v1_20241121-224118_cc0e3d0b_9200.pth,-135.34552239896297,9200
479,./models\v1_20241121-224118_cc0e3d0b_9300.pth,-132.4406704940463,9300
480,./models\v1_20241121-224118_cc0e3d0b_9400.pth,-132.27921645172825,9400
481,./models\v1_20241121-224118_cc0e3d0b_9500.pth,-132.31649384218747,9500
482,./models\v1_20241121-224118_cc0e3d0b_9600.pth,-771.9633864152509,9600
483,./models\v1_20241121-224118_cc0e3d0b_9700.pth,-229.89517432092242,9700
484,./models\v1_20241121-224118_cc0e3d0b_9800.pth,-133.1096051920059,9800
485,./models\v1_20241121-224118_cc0e3d0b_9900.pth,-311.5766242354408,9900
486,./models\v1_20241122-114012_cc0e3d0b_23800.pth,-563.9495511011229,23800
487,./models\v1_20241122-114141_cc0e3d0b_23800.pth,-554.3742280575104,23800
488,./models\v1_20241122-114141_cc0e3d0b_23900.pth,-699.6365674582445,23900
489,./models\v1_20241122-114141_cc0e3d0b_24000.pth,-553.5607388933128,24000
490,./models\v1_20241122-114141_cc0e3d0b_24100.pth,-729.4933503597551,24100
491,./models\v1_20241122-114141_cc0e3d0b_24200.pth,-652.367615136224,24200
492,./models\v1_20241122-114141_cc0e3d0b_24300.pth,-772.3795479411331,24300
493,./models\v1_20241122-114141_cc0e3d0b_24400.pth,-533.34450194471,24400
494,./models\v1_20241122-114141_cc0e3d0b_24500.pth,-540.0735710130685,24500
495,./models\v1_20241122-114141_cc0e3d0b_24600.pth,-519.7851282272204,24600
496,./models\v1_20241122-114141_cc0e3d0b_24700.pth,-439.826657992838,24700
497,./models\v1_20241122-114141_cc0e3d0b_24800.pth,-547.4656708908657,24800
498,./models\v1_20241122-114141_cc0e3d0b_24900.pth,-557.6234719450316,24900
499,./models\v1_20241122-114141_cc0e3d0b_25000.pth,-553.9866959760698,25000
500,./models\v1_20241122-114141_cc0e3d0b_25100.pth,-584.7171924032934,25100
501,./models\v1_20241122-114141_cc0e3d0b_25200.pth,-555.5693181391182,25200
502,./models\v1_20241122-114141_cc0e3d0b_25300.pth,-571.813867709544,25300
503,./models\v1_20241122-114141_cc0e3d0b_25400.pth,-238.73840814517996,25400
504,./models\v1_20241122-114141_cc0e3d0b_25500.pth,-172.49111887651736,25500
505,./models\v1_20241122-114141_cc0e3d0b_25600.pth,-511.768711480356,25600
506,./models\v1_20241122-114141_cc0e3d0b_25700.pth,-254.41201470403408,25700
507,./models\v1_20241122-114141_cc0e3d0b_25800.pth,-436.4214716902601,25800
508,./models\v1_20241122-114141_cc0e3d0b_25900.pth,-490.8862407767115,25900
509,./models\v1_20241122-114141_cc0e3d0b_26000.pth,-553.2966533730552,26000
510,./models\v1_20241122-114141_cc0e3d0b_26100.pth,-748.2035763808468,26100
511,./models\v1_20241122-114141_cc0e3d0b_26200.pth,-768.7951606897716,26200
512,./models\v1_20241122-114141_cc0e3d0b_26300.pth,-133.27953674872876,26300
513,./models\v1_20241122-114141_cc0e3d0b_26400.pth,-335.78604150883,26400
514,./models\v1_20241122-114141_cc0e3d0b_26500.pth,-180.62698913288529,26500
515,./models\v1_20241122-114141_cc0e3d0b_26600.pth,-223.41048638934473,26600
516,./models\v1_20241122-114141_cc0e3d0b_26700.pth,-255.40561373250813,26700
517,./models\v1_20241122-114141_cc0e3d0b_26800.pth,-384.83852977786853,26800
518,./models\v1_20241122-114141_cc0e3d0b_26900.pth,-573.924284153349,26900
519,./models\v1_20241122-114141_cc0e3d0b_27000.pth,-571.0414569385844,27000
520,./models\v1_20241122-114141_cc0e3d0b_27100.pth,-562.0097237857989,27100
521,./models\v1_20241122-162625_cc0e3d0b_27100.pth,-624.0539996970226,27100
522,./models\v1_20241122-162625_cc0e3d0b_27200.pth,-718.8180944825131,27200
523,./models\v1_20241122-162625_cc0e3d0b_27300.pth,-509.4521008245566,27300
524,./models\v1_20241122-162625_cc0e3d0b_27400.pth,-597.3342518739615,27400
525,./models\v1_20241122-162625_cc0e3d0b_27500.pth,-389.7963745011337,27500
526,./models\v1_20241122-162625_cc0e3d0b_27600.pth,-684.4042620305222,27600
527,./models\v1_20241122-162625_cc0e3d0b_27700.pth,-541.0418794549943,27700
528,./models\v1_20241122-162625_cc0e3d0b_27800.pth,-436.6191819798577,27800
529,./models\v1_20241122-162625_cc0e3d0b_27900.pth,-577.3957687817475,27900
530,./models\v1_20241122-162625_cc0e3d0b_28000.pth,-479.1952745667807,28000
531,./models\v1_20241122-162625_cc0e3d0b_28100.pth,-346.8172697010485,28100
532,./models\v1_20241122-162625_cc0e3d0b_28200.pth,-381.9684720743961,28200
533,./models\v1_20241122-162625_cc0e3d0b_28300.pth,-200.37577157554603,28300
534,./models\v1_20241122-162625_cc0e3d0b_28400.pth,-218.4825455199324,28400
535,./models\v1_20241122-162625_cc0e3d0b_28500.pth,-132.48274398848096,28500
536,./models\v1_20241122-162625_cc0e3d0b_28600.pth,-125.51203168996788,28600
537,./models\v1_20241122-162625_cc0e3d0b_28700.pth,-213.62615293972496,28700
538,./models\v1_20241122-173314_b85848d5_0.pth,-564.6441778680258,0
539,./models\v1_20241122-173401_b85848d5_0.pth,-444.8041893064955,0
540,./models\v1_20241122-173459_b85848d5_0.pth,-541.8551525045463,0
541,./models\v1_20241122-173548_b85848d5_0.pth,-788.2974523715967,0
542,./models\v1_20241122-173605_b85848d5_0.pth,-131.31632527931674,0
543,./models\v1_20241122-173605_b85848d5_100.pth,-338.4529586811875,100
544,./models\v1_20241122-173605_b85848d5_1000.pth,-609.32221240162,1000
545,./models\v1_20241122-173605_b85848d5_10000.pth,-738.0944375133253,10000
546,./models\v1_20241122-173605_b85848d5_10100.pth,-797.3920759498162,10100
547,./models\v1_20241122-173605_b85848d5_10200.pth,-756.7196652423169,10200
548,./models\v1_20241122-173605_b85848d5_10300.pth,-748.7799397014139,10300
549,./models\v1_20241122-173605_b85848d5_10400.pth,-782.0858269408111,10400
550,./models\v1_20241122-173605_b85848d5_10500.pth,-787.7333472911408,10500
551,./models\v1_20241122-173605_b85848d5_10600.pth,-733.2500359131976,10600
552,./models\v1_20241122-173605_b85848d5_10700.pth,-768.0106173440078,10700
553,./models\v1_20241122-173605_b85848d5_10800.pth,-771.8929741120746,10800
554,./models\v1_20241122-173605_b85848d5_10900.pth,-756.4487633680748,10900
555,./models\v1_20241122-173605_b85848d5_1100.pth,-551.7460823598435,1100
556,./models\v1_20241122-173605_b85848d5_11000.pth,-765.0496640444311,11000
557,./models\v1_20241122-173605_b85848d5_11100.pth,-754.690936531311,11100
558,./models\v1_20241122-173605_b85848d5_11200.pth,-819.2644524137919,11200
559,./models\v1_20241122-173605_b85848d5_11300.pth,-757.3812601719798,11300
560,./models\v1_20241122-173605_b85848d5_11400.pth,-723.7315833800527,11400
561,./models\v1_20241122-173605_b85848d5_11500.pth,-703.5116920173865,11500
562,./models\v1_20241122-173605_b85848d5_11600.pth,-660.6457321278351,11600
563,./models\v1_20241122-173605_b85848d5_11700.pth,-720.99446598311,11700
564,./models\v1_20241122-173605_b85848d5_11800.pth,-743.4999717020436,11800
565,./models\v1_20241122-173605_b85848d5_11900.pth,-799.5465609527979,11900
566,./models\v1_20241122-173605_b85848d5_1200.pth,-589.282418389535,1200
567,./models\v1_20241122-173605_b85848d5_12000.pth,-866.7684046080639,12000
568,./models\v1_20241122-173605_b85848d5_12100.pth,-855.9473584780744,12100
569,./models\v1_20241122-173605_b85848d5_12200.pth,-854.3060738729622,12200
570,./models\v1_20241122-173605_b85848d5_12300.pth,-425.04001578219174,12300
571,./models\v1_20241122-173605_b85848d5_12400.pth,-360.9935993204045,12400
572,./models\v1_20241122-173605_b85848d5_12500.pth,-304.41202628474633,12500
573,./models\v1_20241122-173605_b85848d5_12600.pth,-307.90849804629477,12600
574,./models\v1_20241122-173605_b85848d5_12700.pth,-275.73147686350717,12700
575,./models\v1_20241122-173605_b85848d5_12800.pth,-260.19073794464924,12800
576,./models\v1_20241122-173605_b85848d5_12900.pth,-484.52915266378915,12900
577,./models\v1_20241122-173605_b85848d5_1300.pth,-583.1623522428196,1300
578,./models\v1_20241122-173605_b85848d5_13000.pth,-212.89195173325498,13000
579,./models\v1_20241122-173605_b85848d5_13100.pth,-414.015895197892,13100
580,./models\v1_20241122-173605_b85848d5_13200.pth,-459.1966564463359,13200
581,./models\v1_20241122-173605_b85848d5_13300.pth,-690.9055449740242,13300
582,./models\v1_20241122-173605_b85848d5_13400.pth,-752.7977012885963,13400
583,./models\v1_20241122-173605_b85848d5_13500.pth,-698.9968971825665,13500
584,./models\v1_20241122-173605_b85848d5_13600.pth,-698.0174378996567,13600
585,./models\v1_20241122-173605_b85848d5_13700.pth,-651.8614142467895,13700
586,./models\v1_20241122-173605_b85848d5_13800.pth,-293.08474849840036,13800
587,./models\v1_20241122-173605_b85848d5_13900.pth,-348.7776075459062,13900
588,./models\v1_20241122-173605_b85848d5_1400.pth,-569.951674337577,1400
589,./models\v1_20241122-173605_b85848d5_14000.pth,-314.1173647517273,14000
590,./models\v1_20241122-173605_b85848d5_14100.pth,-409.2480758382879,14100
591,./models\v1_20241122-173605_b85848d5_14200.pth,-278.1955637671161,14200
592,./models\v1_20241122-173605_b85848d5_14300.pth,-309.4592774744709,14300
593,./models\v1_20241122-173605_b85848d5_14400.pth,-296.29679291126047,14400
594,./models\v1_20241122-173605_b85848d5_14500.pth,-315.3131833177668,14500
595,./models\v1_20241122-173605_b85848d5_14600.pth,-182.91158706751057,14600
596,./models\v1_20241122-173605_b85848d5_14700.pth,-564.5850937475363,14700
597,./models\v1_20241122-173605_b85848d5_14800.pth,-66.24855938713867,14800
598,./models\v1_20241122-173605_b85848d5_14900.pth,-455.6930445705004,14900
599,./models\v1_20241122-173605_b85848d5_1500.pth,-569.0072829049936,1500
600,./models\v1_20241122-173605_b85848d5_15000.pth,-755.7304171250627,15000
601,./models\v1_20241122-173605_b85848d5_15100.pth,-731.6828076547082,15100
602,./models\v1_20241122-173605_b85848d5_15200.pth,-768.287598714091,15200
603,./models\v1_20241122-173605_b85848d5_15300.pth,-751.7642822139399,15300
604,./models\v1_20241122-173605_b85848d5_15400.pth,-753.6654221465658,15400
605,./models\v1_20241122-173605_b85848d5_15500.pth,-748.2892103121459,15500
606,./models\v1_20241122-173605_b85848d5_15600.pth,-773.2696551399273,15600
607,./models\v1_20241122-173605_b85848d5_15700.pth,-772.304731587648,15700
608,./models\v1_20241122-173605_b85848d5_15800.pth,-705.8519828898224,15800
