,model,fitness,episode
1228,./models\v1_20241126-170122_f6d3b455_24000.pth,66.77705222210545,24000
1229,./models\v1_20241126-170122_f6d3b455_24100.pth,66.86698047109502,24100
1230,./models\v1_20241126-170122_f6d3b455_24200.pth,57.268414082200685,24200
1231,./models\v1_20241126-170122_f6d3b455_24300.pth,49.968901531734616,24300
1232,./models\v1_20241126-175643_54f36bd3_24300.pth,53.128073243571215,24300
1233,./models\v1_20241126-175643_54f36bd3_24400.pth,47.61771708378212,24400
1234,./models\v1_20241126-175643_54f36bd3_24500.pth,54.35155960843379,24500
1235,./models\v1_20241126-175643_54f36bd3_24600.pth,45.11794404340383,24600
1236,./models\v1_20241126-175643_54f36bd3_24700.pth,41.44797037324855,24700
1237,./models\v1_20241126-175643_54f36bd3_24800.pth,38.98261556234107,24800
1238,./models\v1_20241126-175643_54f36bd3_24900.pth,39.84126439716556,24900
1239,./models\v1_20241126-175643_54f36bd3_25000.pth,44.26108029840192,25000
1240,./models\v1_20241126-175643_54f36bd3_25100.pth,46.72163840933145,25100
1241,./models\v1_20241126-175643_54f36bd3_25200.pth,43.95052735284269,25200
1242,./models\v1_20241126-175643_54f36bd3_25300.pth,40.586931108974866,25300
1243,./models\v1_20241126-175643_54f36bd3_25400.pth,41.68428345536573,25400
1244,./models\v1_20241126-175643_54f36bd3_25500.pth,43.820978690649575,25500
1245,./models\v1_20241126-175643_54f36bd3_25600.pth,45.34242072527462,25600
1246,./models\v1_20241126-175643_54f36bd3_25700.pth,49.86273742806316,25700
1247,./models\v1_20241126-175643_54f36bd3_25800.pth,36.56437169515147,25800
1248,./models\v1_20241126-175643_54f36bd3_25900.pth,6.712573883082345,25900
1249,./models\v1_20241126-175643_54f36bd3_26000.pth,-9.896299583767593,26000
1250,./models\v1_20241126-175643_54f36bd3_26100.pth,3.6550358994408985,26100
1251,./models\v1_20241126-175643_54f36bd3_26200.pth,-3.6152622271556436,26200
1252,./models\v1_20241126-175643_54f36bd3_26300.pth,-5.727228864581434,26300
1253,./models\v1_20241126-175643_54f36bd3_26400.pth,1.7733329103469462,26400
1254,./models\v1_20241126-175643_54f36bd3_26500.pth,2.1006899649515542,26500
1255,./models\v1_20241126-175643_54f36bd3_26600.pth,-7.123952198020081,26600
1256,./models\v1_20241126-175643_54f36bd3_26700.pth,-13.303114348022373,26700
1257,./models\v1_20241126-175643_54f36bd3_26800.pth,-28.452038724917248,26800
1258,./models\v1_20241126-175643_54f36bd3_26900.pth,-6.1988035589285735,26900
1259,./models\v1_20241126-175643_54f36bd3_27000.pth,-11.340530923306478,27000
1260,./models\v1_20241126-192108_79758058_27000.pth,-1.838479891206737,27000
1261,./models\v1_20241126-192108_79758058_27100.pth,-9.79583276430022,27100
1262,./models\v1_20241126-192108_79758058_27200.pth,3.4970583534402637,27200
1263,./models\v1_20241126-192108_79758058_27300.pth,6.87727053744345,27300
1264,./models\v1_20241126-192108_79758058_27400.pth,3.086048895335921,27400
1265,./models\v1_20241126-192108_79758058_27500.pth,-22.06861156471513,27500
1266,./models\v1_20241126-192108_79758058_27600.pth,-19.906492328342047,27600
1267,./models\v1_20241126-192108_79758058_27700.pth,-11.482177068578471,27700
1268,./models\v1_20241126-192108_79758058_27800.pth,-3.788855537418931,27800
1269,./models\v1_20241126-192108_79758058_27900.pth,-3.0026166861309607,27900
1270,./models\v1_20241126-192108_79758058_28000.pth,1.9823034310117131,28000
1271,./models\v1_20241126-192108_79758058_28100.pth,-11.021658513103747,28100
1272,./models\v1_20241126-192108_79758058_28200.pth,1.3390703617419242,28200
1273,./models\v1_20241126-192108_79758058_28300.pth,-10.722589752607105,28300
1274,./models\v1_20241126-192108_79758058_28400.pth,-6.960168155278089,28400
1275,./models\v1_20241126-192108_79758058_28500.pth,-8.599040745766969,28500
1276,./models\v1_20241126-192108_79758058_28600.pth,-7.350203329234433,28600
1277,./models\v1_20241126-192108_79758058_28700.pth,-8.82145386393606,28700
1278,./models\v1_20241126-192108_79758058_28800.pth,-22.423294603922045,28800
1279,./models\v1_20241126-192108_79758058_28900.pth,-38.974293271900954,28900
1280,./models\v1_20241126-192108_79758058_29000.pth,-17.321786403271147,29000
1281,./models\v1_20241126-192108_79758058_29100.pth,-5.466060728022414,29100
1282,./models\v1_20241126-192108_79758058_29200.pth,-18.48122732257808,29200
1283,./models\v1_20241126-192108_79758058_29300.pth,-39.618114320036554,29300
1284,./models\v1_20241126-192108_79758058_29400.pth,-36.1907843651956,29400
1285,./models\v1_20241126-192108_79758058_29500.pth,-23.77016940231983,29500
1286,./models\v1_20241126-192108_79758058_29600.pth,-8.424681752799659,29600
1287,./models\v1_20241126-192108_79758058_29700.pth,53.84958088627231,29700
1288,./models\v1_20241126-192108_79758058_29800.pth,43.210354948471995,29800
1289,./models\v1_20241126-192108_79758058_29900.pth,-14.616764663765943,29900
1290,./models\v1_20241126-192108_79758058_30000.pth,49.331026278070446,30000
1291,./models\v1_20241126-192108_79758058_30100.pth,48.294217719217066,30100
1292,./models\v1_20241126-192108_79758058_30200.pth,55.40593674351556,30200
1293,./models\v1_20241126-192108_79758058_30300.pth,31.253428479032017,30300
1294,./models\v1_20241126-192108_79758058_30400.pth,40.465821741424634,30400
1295,./models\v1_20241126-192108_79758058_30500.pth,-23.264764659697647,30500
1296,./models\v1_20241126-192108_79758058_30600.pth,-2.117985584123461,30600
1297,./models\v1_20241126-192108_79758058_30700.pth,-1.1302211445934198,30700
1298,./models\v1_20241126-192108_79758058_30800.pth,-3.096203980727373,30800
1299,./models\v1_20241126-192108_79758058_30900.pth,8.616468247868324,30900
1300,./models\v1_20241126-192108_79758058_31000.pth,-3.8607455152546195,31000
1301,./models\v1_20241126-192108_79758058_31100.pth,13.810174231478374,31100
1302,./models\v1_20241126-211513_826e9c58_31200.pth,6.24311233016881,31200
1303,./models\v1_20241126-212000_bcf41a89_31200.pth,6.791059525720125,31200
1304,./models\v1_20241126-212000_bcf41a89_31400.pth,17.152785878250214,31400
1305,./models\v1_20241126-212000_bcf41a89_31500.pth,13.564865907489379,31500
1306,./models\v1_20241126-212000_bcf41a89_31600.pth,34.435115538024455,31600
1307,./models\v1_20241126-212000_bcf41a89_31700.pth,36.63048336098828,31700
1308,./models\v1_20241126-212000_bcf41a89_31800.pth,27.69668769923911,31800
1309,./models\v1_20241126-212000_bcf41a89_31900.pth,25.885389809908066,31900
1310,./models\v1_20241126-212000_bcf41a89_32000.pth,31.68995906912289,32000
1311,./models\v1_20241126-212000_bcf41a89_32100.pth,42.56786495273979,32100
1312,./models\v1_20241126-212000_bcf41a89_32200.pth,32.620149887054765,32200
1313,./models\v1_20241126-212000_bcf41a89_32300.pth,56.001671652297865,32300
1314,./models\v1_20241126-212000_bcf41a89_32400.pth,46.95511384951301,32400
1315,./models\v1_20241126-212000_bcf41a89_32500.pth,53.75191125308074,32500
1316,./models\v1_20241126-212000_bcf41a89_32600.pth,51.77250590137747,32600
1317,./models\v1_20241126-212000_bcf41a89_32700.pth,39.17449845067667,32700
1318,./models\v1_20241126-212000_bcf41a89_32800.pth,38.355986630724935,32800
1319,./models\v1_20241126-212000_bcf41a89_32900.pth,23.78114968306253,32900
1320,./models\v1_20241126-212000_bcf41a89_33000.pth,27.843385568030218,33000
1321,./models\v1_20241126-212000_bcf41a89_33100.pth,11.022991263026706,33100
1322,./models\v1_20241126-212000_bcf41a89_33200.pth,-65.70652641997667,33200
1323,./models\v1_20241126-212000_bcf41a89_33300.pth,-73.44886250844051,33300
1324,./models\v1_20241126-212000_bcf41a89_33400.pth,-18.045492232437674,33400
1325,./models\v1_20241126-212000_bcf41a89_33500.pth,38.91036797603763,33500
1326,./models\v1_20241126-212000_bcf41a89_33600.pth,82.425198201801,33600
1327,./models\v1_20241126-212000_bcf41a89_33700.pth,68.29276496195595,33700
1328,./models\v1_20241126-212000_bcf41a89_33800.pth,4.175398091010737,33800
1329,./models\v1_20241126-212000_bcf41a89_33900.pth,68.35118403685324,33900
1330,./models\v1_20241126-212000_bcf41a89_34000.pth,59.979810774696176,34000
1331,./models\v1_20241126-212000_bcf41a89_34100.pth,29.732487441752365,34100
1332,./models\v1_20241126-212000_bcf41a89_34200.pth,51.318812927895415,34200
1333,./models\v1_20241126-212000_bcf41a89_34300.pth,76.79146774679455,34300
1334,./models\v1_20241126-212000_bcf41a89_34400.pth,80.64263222920157,34400
1335,./models\v1_20241126-212000_bcf41a89_34500.pth,37.259943922608976,34500
1336,./models\v1_20241126-212000_bcf41a89_34600.pth,25.75398053964499,34600
1337,./models\v1_20241126-212000_bcf41a89_34700.pth,40.38501926377238,34700
1338,./models\v1_20241126-212000_bcf41a89_34800.pth,-3.3256977513597246,34800
1339,./models\v1_20241126-212000_bcf41a89_34900.pth,19.822856703353242,34900
1340,./models\v1_20241126-212000_bcf41a89_35000.pth,13.616864352698938,35000
1341,./models\v1_20241126-212000_bcf41a89_35100.pth,9.911309885945203,35100
1342,./models\v1_20241126-212000_bcf41a89_35200.pth,3.2802961943595856,35200
1343,./models\v1_20241126-212000_bcf41a89_35300.pth,3.7239730590309357,35300
1344,./models\v1_20241126-212000_bcf41a89_35400.pth,21.465959897836633,35400
1345,./models\v1_20241126-212000_bcf41a89_35500.pth,-23.27980214193787,35500
1346,./models\v1_20241126-212000_bcf41a89_35600.pth,-46.52956076340879,35600
1347,./models\v1_20241126-212000_bcf41a89_35700.pth,-83.87589021767963,35700
1348,./models\v1_20241126-212000_bcf41a89_35800.pth,-101.23094752214142,35800
1349,./models\v1_20241126-212000_bcf41a89_35900.pth,-83.76709337406788,35900
1350,./models\v1_20241126-212000_bcf41a89_36000.pth,-93.12436605461644,36000
1351,./models\v1_20241126-212000_bcf41a89_36100.pth,-74.76145442124894,36100
1352,./models\v1_20241126-212000_bcf41a89_36200.pth,-68.5393787563269,36200
1353,./models\v1_20241126-212000_bcf41a89_36300.pth,-70.66924953212046,36300
1354,./models\v1_20241126-212000_bcf41a89_36400.pth,-51.316421728705684,36400
1355,./models\v1_20241126-212000_bcf41a89_36500.pth,-29.457965504137597,36500
1356,./models\v1_20241126-212000_bcf41a89_36600.pth,-68.2490756770769,36600
1357,./models\v1_20241126-212000_bcf41a89_36700.pth,-61.876523368654176,36700
1358,./models\v1_20241126-212000_bcf41a89_36800.pth,-53.137744277964075,36800
1359,./models\v1_20241126-212000_bcf41a89_36900.pth,-51.92957831455949,36900
1360,./models\v1_20241126-212000_bcf41a89_37000.pth,-50.4455710570336,37000
1361,./models\v1_20241126-212000_bcf41a89_37100.pth,-67.8864914003776,37100
1362,./models\v1_20241126-212000_bcf41a89_37200.pth,-63.043311463072,37200
1363,./models\v1_20241126-212000_bcf41a89_37300.pth,-47.35840292600271,37300
1364,./models\v1_20241126-212000_bcf41a89_37400.pth,-45.806940176291704,37400
1365,./models\v1_20241126-212000_bcf41a89_37500.pth,-67.41665380874689,37500
1366,./models\v1_20241126-212000_bcf41a89_37600.pth,-56.310918735632455,37600
1367,./models\v1_20241126-212000_bcf41a89_37700.pth,-76.39416964513265,37700
1368,./models\v1_20241126-212000_bcf41a89_37800.pth,-73.30278667851448,37800
1369,./models\v1_20241126-212000_bcf41a89_37900.pth,-94.70589786065153,37900
1370,./models\v1_20241126-212000_bcf41a89_38000.pth,-79.99545010151255,38000
1371,./models\v1_20241126-212000_bcf41a89_38100.pth,-76.23687189539066,38100
1372,./models\v1_20241126-212000_bcf41a89_38200.pth,-94.95720714565137,38200
1373,./models\v1_20241126-212000_bcf41a89_38300.pth,-99.37602913394923,38300
1374,./models\v1_20241126-212000_bcf41a89_38400.pth,-75.5740606520552,38400
1375,./models\v1_20241126-212000_bcf41a89_38500.pth,-91.29868001194758,38500
1376,./models\v1_20241126-212000_bcf41a89_38600.pth,-74.6876786838618,38600
1377,./models\v1_20241126-212000_bcf41a89_38700.pth,-108.24126376111082,38700
1378,./models\v1_20241126-212000_bcf41a89_38800.pth,-41.108047088826716,38800
1379,./models\v1_20241126-212000_bcf41a89_38900.pth,-15.025237820066087,38900
1380,./models\v1_20241126-212000_bcf41a89_39000.pth,6.239985572792718,39000
1381,./models\v1_20241126-212000_bcf41a89_39100.pth,10.400298946846826,39100
1382,./models\v1_20241126-212000_bcf41a89_39200.pth,-6.983182448316618,39200
1383,./models\v1_20241126-212000_bcf41a89_39300.pth,-0.04712655982790594,39300
1384,./models\v1_20241126-212000_bcf41a89_39400.pth,-26.924625325042122,39400
1385,./models\v1_20241126-212000_bcf41a89_39500.pth,-35.205746774414514,39500
1386,./models\v1_20241126-212000_bcf41a89_39600.pth,-52.82089303776456,39600
1387,./models\v1_20241126-212000_bcf41a89_39700.pth,-2.23644109759625,39700
1388,./models\v1_20241126-212000_bcf41a89_39800.pth,-0.04404497189690375,39800
1389,./models\v1_20241126-212000_bcf41a89_39900.pth,-9.482343267388325,39900
1390,./models\v1_20241126-212000_bcf41a89_40000.pth,-13.370487877044273,40000
1391,./models\v1_20241126-212000_bcf41a89_40100.pth,-44.2625289519307,40100
1392,./models\v1_20241126-212000_bcf41a89_40200.pth,-73.39318105267391,40200
1393,./models\v1_20241126-212000_bcf41a89_40300.pth,-51.415729028195095,40300
1394,./models\v1_20241126-212000_bcf41a89_40400.pth,-33.959971990418396,40400
1395,./models\v1_20241126-212000_bcf41a89_40500.pth,-55.73630260825303,40500
1396,./models\v1_20241126-212000_bcf41a89_40600.pth,-54.71934557202915,40600
1397,./models\v1_20241126-212000_bcf41a89_40700.pth,-14.447216230046147,40700
1398,./models\v1_20241126-212000_bcf41a89_40800.pth,-29.834504399146013,40800
1399,./models\v1_20241126-212000_bcf41a89_40900.pth,-20.64325751938463,40900
1400,./models\v1_20241126-212000_bcf41a89_41000.pth,-12.468897591939726,41000
1401,./models\v1_20241126-212000_bcf41a89_41100.pth,-14.275017604014565,41100
1402,./models\v1_20241126-212000_bcf41a89_41200.pth,-25.113926659587122,41200
1403,./models\v1_20241126-212000_bcf41a89_41300.pth,-27.460274737237704,41300
1404,./models\v1_20241126-212000_bcf41a89_41400.pth,-27.647476357560162,41400
1405,./models\v1_20241126-212000_bcf41a89_41500.pth,-14.290233698276708,41500
1406,./models\v1_20241126-212000_bcf41a89_41600.pth,-18.38094534277908,41600
1407,./models\v1_20241126-212000_bcf41a89_41700.pth,-17.77626449216124,41700
1408,./models\v1_20241126-212000_bcf41a89_41800.pth,36.872662677411846,41800
1409,./models\v1_20241126-212000_bcf41a89_41900.pth,31.175270443715167,41900
1410,./models\v1_20241126-212000_bcf41a89_42000.pth,50.48307002810512,42000
1411,./models\v1_20241126-212000_bcf41a89_42100.pth,75.56388680533786,42100
1412,./models\v1_20241126-212000_bcf41a89_42200.pth,78.36562557890063,42200
1413,./models\v1_20241126-212000_bcf41a89_42300.pth,64.94035049056347,42300
1414,./models\v1_20241126-212000_bcf41a89_42400.pth,65.23792164414867,42400
1415,./models\v1_20241126-212000_bcf41a89_42500.pth,59.0330125458186,42500
1416,./models\v1_20241126-212000_bcf41a89_42600.pth,65.67211702931068,42600
1417,./models\v1_20241126-212000_bcf41a89_42700.pth,54.016743647047264,42700
1418,./models\v1_20241126-212000_bcf41a89_42800.pth,65.7744261722122,42800
1419,./models\v1_20241126-212000_bcf41a89_42900.pth,52.51303312240534,42900
1420,./models\v1_20241126-212000_bcf41a89_43000.pth,74.57571213363764,43000
1421,./models\v1_20241126-212000_bcf41a89_43100.pth,49.429155663402746,43100
1422,./models\v1_20241126-212000_bcf41a89_43200.pth,14.281574798039266,43200
1423,./models\v1_20241126-212000_bcf41a89_43300.pth,16.03697274696906,43300
1424,./models\v1_20241127-100846_10416efb_43300.pth,23.720559455741096,43300
1425,./models\v1_20241127-100846_10416efb_43400.pth,33.3599327739045,43400
1426,./models\v1_20241127-100846_10416efb_43500.pth,15.006509791392778,43500
1427,./models\v1_20241127-100846_10416efb_43600.pth,12.740860352989552,43600
1428,./models\v1_20241127-100846_10416efb_43700.pth,17.4157935523369,43700
1429,./models\v1_20241127-100846_10416efb_43800.pth,15.379045536505586,43800
1430,./models\v1_20241127-100846_10416efb_43900.pth,15.095790827914175,43900
1431,./models\v1_20241127-100846_10416efb_44000.pth,10.807350798196797,44000
1432,./models\v1_20241127-100846_10416efb_44100.pth,10.774288704207338,44100
1433,./models\v1_20241127-100846_10416efb_44200.pth,12.838965460043196,44200
1434,./models\v1_20241127-100846_10416efb_44300.pth,18.22058726113913,44300
1435,./models\v1_20241127-100846_10416efb_44400.pth,9.610990653721418,44400
1436,./models\v1_20241127-100846_10416efb_44500.pth,-0.7981023394598776,44500
1437,./models\v1_20241127-100846_10416efb_44600.pth,37.501364824076965,44600
1438,./models\v1_20241127-100846_10416efb_44700.pth,52.921945986926836,44700
1439,./models\v1_20241127-100846_10416efb_44800.pth,42.752082218522084,44800
1440,./models\v1_20241127-100846_10416efb_44900.pth,34.20989573200243,44900
1441,./models\v1_20241127-100846_10416efb_45000.pth,8.615394533551962,45000
1442,./models\v1_20241127-100846_10416efb_45100.pth,73.37917777260141,45100
1443,./models\v1_20241127-100846_10416efb_45200.pth,20.366114385265476,45200
1444,./models\v1_20241127-100846_10416efb_45300.pth,49.83278869442984,45300
1445,./models\v1_20241127-100846_10416efb_45400.pth,17.09418250518245,45400
1446,./models\v1_20241127-100846_10416efb_45500.pth,74.60250668163607,45500
1447,./models\v1_20241127-100846_10416efb_45600.pth,50.778282455446515,45600
1448,./models\v1_20241127-100846_10416efb_45700.pth,40.12352258581183,45700
1449,./models\v1_20241127-100846_10416efb_45800.pth,25.265309628337118,45800
1450,./models\v1_20241127-100846_10416efb_45900.pth,27.217469269912115,45900
1451,./models\v1_20241127-100846_10416efb_46000.pth,36.56398982699427,46000
1452,./models\v1_20241127-100846_10416efb_46100.pth,-102.83415813910659,46100
1453,./models\v1_20241127-100846_10416efb_46200.pth,-150.6577828566121,46200
1454,./models\v1_20241127-125719_fe638cf2_45500.pth,76.78318990517067,45500
1455,./models\v1_20241127-125719_fe638cf2_45600.pth,84.60002218586258,45600
1456,./models\v1_20241127-125719_fe638cf2_45700.pth,20.866291296759094,45700
1457,./models\v1_20241127-131226_fe638cf2_45500.pth,85.02565921372769,45500
1458,./models\v1_20241127-131226_fe638cf2_45600.pth,87.66121980442021,45600
1459,./models\v1_20241127-131226_fe638cf2_45700.pth,50.00439217171099,45700
1460,./models\v1_20241127-131226_fe638cf2_45800.pth,41.3188556396942,45800
1461,./models\v1_20241127-131226_fe638cf2_45900.pth,75.80459449151716,45900
1462,./models\v1_20241127-131226_fe638cf2_46000.pth,63.83546924123268,46000
1463,./models\v1_20241127-131226_fe638cf2_46100.pth,69.28924250774755,46100
1464,./models\v1_20241127-131226_fe638cf2_46200.pth,66.83989401276649,46200
1465,./models\v1_20241127-131226_fe638cf2_46300.pth,49.22603863789764,46300
1466,./models\v1_20241127-131226_fe638cf2_46400.pth,54.17751322747908,46400
1467,./models\v1_20241127-131226_fe638cf2_46500.pth,64.19849875380629,46500
1468,./models\v1_20241127-131226_fe638cf2_46600.pth,88.5739413118402,46600
1469,./models\v1_20241127-131226_fe638cf2_46700.pth,69.3268100120014,46700
1470,./models\v1_20241127-131226_fe638cf2_46800.pth,86.98880680217957,46800
1471,./models\v1_20241127-131226_fe638cf2_46900.pth,77.84594496331128,46900
1472,./models\v1_20241127-131226_fe638cf2_47000.pth,100.921340081276,47000
1473,./models\v1_20241127-131226_fe638cf2_47100.pth,96.2917051312398,47100
1474,./models\v1_20241127-131226_fe638cf2_47200.pth,102.86077100866201,47200
1475,./models\v1_20241127-131226_fe638cf2_47300.pth,94.6444047714313,47300
1476,./models\v1_20241127-131226_fe638cf2_47400.pth,83.83909322664186,47400
1477,./models\v1_20241127-131226_fe638cf2_47500.pth,73.31859055617069,47500
1478,./models\v1_20241127-131226_fe638cf2_47600.pth,60.48686673380433,47600
1479,./models\v1_20241127-131226_fe638cf2_47700.pth,55.04969804449397,47700
1480,./models\v1_20241127-131226_fe638cf2_47800.pth,64.08187918713678,47800
1481,./models\v1_20241127-131226_fe638cf2_47900.pth,62.762207689665864,47900
1482,./models\v1_20241127-131226_fe638cf2_48000.pth,76.02388365462794,48000
1483,./models\v1_20241127-131226_fe638cf2_48200.pth,74.77351191745291,48200
1484,./models\v1_20241127-131226_fe638cf2_48300.pth,60.84513057445356,48300
1485,./models\v1_20241127-131226_fe638cf2_48400.pth,28.010762545673664,48400
1486,./models\v1_20241127-131226_fe638cf2_48500.pth,23.34631844350096,48500
1487,./models\v1_20241127-131226_fe638cf2_48600.pth,21.22381457504045,48600
1488,./models\v1_20241127-131226_fe638cf2_48700.pth,30.15668013928766,48700
1489,./models\v1_20241127-175643_6fe0f1e9_48000.pth,93.5391288280925,48000
1490,./models\v1_20241127-175935_6fe0f1e9_48000.pth,89.70305383403385,48000
1491,./models\v1_20241127-180431_6fe0f1e9_48000.pth,78.93033138822304,48000
1492,./models\v1_20241127-180431_6fe0f1e9_48100.pth,80.64404524388492,48100
1493,./models\v1_20241127-180431_6fe0f1e9_48200.pth,27.236490000813774,48200
1494,./models\v1_20241127-180431_6fe0f1e9_48300.pth,45.50473277490121,48300
1495,./models\v1_20241127-180431_6fe0f1e9_48400.pth,39.80626507260447,48400
1496,./models\v1_20241127-180431_6fe0f1e9_48500.pth,31.138877560179626,48500
1497,./models\v1_20241127-180431_6fe0f1e9_48600.pth,39.81064808307814,48600
1498,./models\v1_20241127-180431_6fe0f1e9_48700.pth,64.40431404843243,48700
1499,./models\v1_20241127-180431_6fe0f1e9_48800.pth,64.62057201445882,48800
1500,./models\v1_20241127-180431_6fe0f1e9_48900.pth,62.74244194221296,48900
1501,./models\v1_20241127-180431_6fe0f1e9_49000.pth,32.22429459731909,49000
1502,./models\v1_20241127-180431_6fe0f1e9_49100.pth,25.27591468788962,49100
1503,./models\v1_20241127-180431_6fe0f1e9_49200.pth,45.64748482162404,49200
1504,./models\v1_20241127-180431_6fe0f1e9_49300.pth,72.66106253636214,49300
1505,./models\v1_20241127-180431_6fe0f1e9_49400.pth,51.19108781978859,49400
1506,./models\v1_20241127-180431_6fe0f1e9_49500.pth,51.38942539277623,49500
1507,./models\v1_20241127-180431_6fe0f1e9_49600.pth,15.3166726937041,49600
1508,./models\v1_20241127-180431_6fe0f1e9_49700.pth,50.99632523317394,49700
1509,./models\v1_20241127-180431_6fe0f1e9_49800.pth,70.6958301859419,49800
1510,./models\v1_20241127-180431_6fe0f1e9_49900.pth,63.67836260891493,49900
1511,./models\v1_20241127-180431_6fe0f1e9_50000.pth,53.32479322479441,50000
1512,./models\v1_20241127-180431_6fe0f1e9_50100.pth,54.39463093378016,50100
1513,./models\v1_20241127-180431_6fe0f1e9_50200.pth,68.51410112703775,50200
1514,./models\v1_20241127-180431_6fe0f1e9_50300.pth,-115.33469233693835,50300
1515,./models\v1_20241127-180431_6fe0f1e9_50400.pth,70.66531890857785,50400
1516,./models\v1_20241127-180431_6fe0f1e9_50500.pth,70.01903312073769,50500
1517,./models\v1_20241127-180431_6fe0f1e9_50600.pth,5.4263506606304555,50600
1518,./models\v1_20241127-180431_6fe0f1e9_50700.pth,-99.71983561002384,50700
1519,./models\v1_20241127-180431_6fe0f1e9_50800.pth,-142.73994112757296,50800
1520,./models\v1_20241127-180431_6fe0f1e9_50900.pth,-139.38212709439162,50900
1521,./models\v1_20241127-180431_6fe0f1e9_51000.pth,-114.46390179326973,51000
1522,./models\v1_20241127-180431_6fe0f1e9_51100.pth,-105.3158206280635,51100
1523,./models\v1_20241127-180431_6fe0f1e9_51200.pth,-9.231951246483966,51200
1524,./models\v1_20241127-180431_6fe0f1e9_51300.pth,3.243960605800021,51300
1525,./models\v1_20241127-180431_6fe0f1e9_51400.pth,-9.641347049629687,51400
1526,./models\v1_20241127-180431_6fe0f1e9_51500.pth,-14.019725962934462,51500
1527,./models\v1_20241127-180431_6fe0f1e9_51600.pth,-5.171769081050611,51600
1528,./models\v1_20241127-180431_6fe0f1e9_51700.pth,3.498392196762014,51700
1529,./models\v1_20241127-180431_6fe0f1e9_51800.pth,16.81642058454072,51800
1530,./models\v1_20241127-184245_6fe0f1e9_48000.pth,88.13804436736577,48000
1531,./models\v1_20241127-184245_6fe0f1e9_48100.pth,74.78583056623536,48100
1532,./models\v1_20241127-184245_6fe0f1e9_48200.pth,61.86853040776779,48200
1533,./models\v1_20241127-184245_6fe0f1e9_48300.pth,67.9530227354582,48300
1534,./models\v1_20241127-184245_6fe0f1e9_48400.pth,2.694638555722423,48400
1535,./models\v1_20241127-184245_6fe0f1e9_48500.pth,40.82044091605364,48500
1536,./models\v1_20241127-184821_6fe0f1e9_48000.pth,83.37052086810196,48000
1537,./models\v1_20241127-184821_6fe0f1e9_48100.pth,79.26225302119568,48100
1538,./models\v1_20241127-184821_6fe0f1e9_48200.pth,10.8788710277656,48200
1539,./models\v1_20241127-184821_6fe0f1e9_48300.pth,-118.40609520467444,48300
1540,./models\v1_20241127-184821_6fe0f1e9_48400.pth,-87.83333323355424,48400
1541,./models\v1_20241127-184821_6fe0f1e9_48500.pth,-19.019703168084266,48500
1542,./models\v1_20241127-184821_6fe0f1e9_48600.pth,-21.466389989264755,48600
1543,./models\v1_20241127-184821_6fe0f1e9_48700.pth,-13.502601741265062,48700
1544,./models\v1_20241127-184821_6fe0f1e9_48800.pth,-19.610566238094243,48800
1545,./models\v1_20241127-184821_6fe0f1e9_48900.pth,-9.466024147746218,48900
1546,./models\v1_20241127-184821_6fe0f1e9_49000.pth,-14.189087359302057,49000
1547,./models\v1_20241127-184821_6fe0f1e9_49100.pth,10.834661826012086,49100
1548,./models\v1_20241127-184821_6fe0f1e9_49200.pth,-9.648612984287832,49200
1549,./models\v1_20241127-184821_6fe0f1e9_49300.pth,74.355519648145,49300
1550,./models\v1_20241127-184821_6fe0f1e9_49400.pth,61.74496366265308,49400
1551,./models\v1_20241127-184821_6fe0f1e9_49500.pth,49.83713468416961,49500
1552,./models\v1_20241127-184821_6fe0f1e9_49600.pth,-23.047060631781534,49600
1553,./models\v1_20241127-184821_6fe0f1e9_49700.pth,-66.67295304724932,49700
1554,./models\v1_20241127-184821_6fe0f1e9_49800.pth,-20.4759411256616,49800
1555,./models\v1_20241127-184821_6fe0f1e9_49900.pth,13.99706202081763,49900
1556,./models\v1_20241127-184821_6fe0f1e9_50000.pth,1.8635575860370193,50000
1557,./models\v1_20241127-184821_6fe0f1e9_50100.pth,13.106834479761119,50100
1558,./models\v1_20241127-184821_6fe0f1e9_50200.pth,57.41435517757849,50200
1559,./models\v1_20241127-184821_6fe0f1e9_50300.pth,43.73571656462877,50300
1560,./models\v1_20241127-184821_6fe0f1e9_50400.pth,51.42604775769658,50400
1561,./models\v1_20241127-184821_6fe0f1e9_50500.pth,60.80441384895819,50500
1562,./models\v1_20241127-184821_6fe0f1e9_50600.pth,64.66300740201893,50600
1563,./models\v1_20241127-184821_6fe0f1e9_50700.pth,79.26796588514011,50700
1564,./models\v1_20241127-184821_6fe0f1e9_50800.pth,-75.28879567562771,50800
1565,./models\v1_20241127-184821_6fe0f1e9_50900.pth,76.3512741516456,50900
1566,./models\v1_20241127-184821_6fe0f1e9_51000.pth,103.0197737493724,51000
1567,./models\v1_20241127-184821_6fe0f1e9_51100.pth,28.264271740687867,51100
1568,./models\v1_20241127-184821_6fe0f1e9_51200.pth,112.33053661795873,51200
1569,./models\v1_20241127-184821_6fe0f1e9_51300.pth,114.12726674693215,51300
1570,./models\v1_20241127-184821_6fe0f1e9_51400.pth,123.56851337641969,51400
1571,./models\v1_20241127-184821_6fe0f1e9_51500.pth,121.47037807499174,51500
1572,./models\v1_20241127-184821_6fe0f1e9_51600.pth,121.76891234066144,51600
1573,./models\v1_20241127-184821_6fe0f1e9_51700.pth,117.63202502264853,51700
